2025-07-11 22:18:22 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:66
2025-07-12 10:26:44 | main | INFO | 🛑 Shutting down Project Chimera... | D:\Augment code projects\Project-Chimera-Dev\main.py:94
2025-07-12 10:26:44 | main | INFO | ✅ Shutdown complete | D:\Augment code projects\Project-Chimera-Dev\main.py:99
2025-07-12 10:26:46 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 10:26:46 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 10:26:46 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 10:26:46 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
2025-07-12 10:27:06 | main | INFO | 🛑 Shutting down Project Chimera... | D:\Augment code projects\Project-Chimera-Dev\main.py:94
2025-07-12 10:27:06 | main | INFO | ✅ Shutdown complete | D:\Augment code projects\Project-Chimera-Dev\main.py:99
2025-07-12 10:27:08 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 10:27:08 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 10:27:08 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 10:27:08 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
2025-07-12 10:27:22 | main | INFO | 🔍 Lead search requested: plumbers in New York | D:\Augment code projects\Project-Chimera-Dev\main.py:262
2025-07-12 10:56:05 | main | INFO | 🛑 Shutting down Project Chimera... | D:\Augment code projects\Project-Chimera-Dev\main.py:94
2025-07-12 10:56:06 | main | INFO | ✅ Shutdown complete | D:\Augment code projects\Project-Chimera-Dev\main.py:99
2025-07-12 10:56:07 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 10:56:07 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 10:56:07 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 10:56:07 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
2025-07-12 10:56:22 | main | INFO | 🛑 Shutting down Project Chimera... | D:\Augment code projects\Project-Chimera-Dev\main.py:94
2025-07-12 10:56:22 | main | INFO | ✅ Shutdown complete | D:\Augment code projects\Project-Chimera-Dev\main.py:99
2025-07-12 10:56:23 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 10:56:23 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 10:56:23 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 10:56:23 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
2025-07-12 10:56:46 | main | INFO | 🛑 Shutting down Project Chimera... | D:\Augment code projects\Project-Chimera-Dev\main.py:94
2025-07-12 10:56:46 | main | INFO | ✅ Shutdown complete | D:\Augment code projects\Project-Chimera-Dev\main.py:99
2025-07-12 10:56:47 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 10:56:47 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 10:56:47 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 10:56:47 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
2025-07-12 10:57:04 | main | INFO | 🛑 Shutting down Project Chimera... | D:\Augment code projects\Project-Chimera-Dev\main.py:94
2025-07-12 10:57:04 | main | INFO | ✅ Shutdown complete | D:\Augment code projects\Project-Chimera-Dev\main.py:99
2025-07-12 10:57:06 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 10:57:06 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 10:57:06 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 10:57:06 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
2025-07-12 10:57:23 | main | INFO | 🛑 Shutting down Project Chimera... | D:\Augment code projects\Project-Chimera-Dev\main.py:94
2025-07-12 10:57:23 | main | INFO | ✅ Shutdown complete | D:\Augment code projects\Project-Chimera-Dev\main.py:99
2025-07-12 10:57:24 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 10:57:24 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 10:57:24 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 10:57:24 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
2025-07-12 10:57:44 | main | INFO | 🛑 Shutting down Project Chimera... | D:\Augment code projects\Project-Chimera-Dev\main.py:94
2025-07-12 10:57:44 | main | INFO | ✅ Shutdown complete | D:\Augment code projects\Project-Chimera-Dev\main.py:99
2025-07-12 10:57:45 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 10:57:45 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 10:57:45 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 10:57:45 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
2025-07-12 10:57:59 | main | INFO | 🔍 Lead search requested: plumbers in New York | D:\Augment code projects\Project-Chimera-Dev\main.py:262
2025-07-12 11:54:08 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 11:54:08 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 11:54:08 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 11:54:08 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
2025-07-12 11:54:47 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 11:54:47 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 11:54:47 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 11:54:47 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
2025-07-12 11:56:09 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 11:56:18 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 11:56:18 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 11:56:18 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
2025-07-12 11:56:49 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 11:56:49 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 11:56:49 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 11:56:49 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
2025-07-12 12:00:02 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 12:00:02 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 12:00:02 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 12:00:02 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
2025-07-12 12:00:41 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 12:00:41 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 12:00:41 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 12:00:41 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
2025-07-12 14:04:05 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 14:04:05 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 14:04:05 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 14:04:05 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
2025-07-12 14:04:44 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 14:04:44 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 14:04:44 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 14:04:44 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
2025-07-12 14:06:02 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 14:06:02 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 14:06:02 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 14:06:02 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
2025-07-12 14:06:24 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 14:06:24 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 14:06:24 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 14:06:24 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
2025-07-12 14:07:31 | main | INFO | 🚀 Starting Project Chimera ABOP... | D:\Augment code projects\Project-Chimera-Dev\main.py:77
2025-07-12 14:07:31 | main | INFO | ✅ Database initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:82
2025-07-12 14:07:31 | main | INFO | ✅ Orchestrator initialized | D:\Augment code projects\Project-Chimera-Dev\main.py:87
2025-07-12 14:07:31 | main | INFO | 🎯 Project Chimera is ready for autonomous operations! | D:\Augment code projects\Project-Chimera-Dev\main.py:89
